lot_id,product_id,process_step,equipment_id,wafer_count,queue_time_hours,process_time_hours,start_time,end_time,defect_count,yield_rate,status
LOT_00004,N3_CPU,Etching,ETCH_03,25,8.53,3.27,2026-03-11 18:43:21.358814,2026-03-11 21:59:40.344677,2,,Completed
LOT_00004,N3_CPU,Deposition,DEP_02,25,4.29,4.09,2026-03-12 02:17:06.198514,2026-03-12 06:22:18.415797,2,,Rework
LOT_00004,N3_CPU,CMP,CMP_02,25,9.01,2.81,2026-03-12 15:23:12.274109,2026-03-12 18:11:39.774636,1,,Rework
LOT_00004,N3_CPU,Metrology,MET_02,25,6.9,2.24,2026-03-13 01:05:56.485933,2026-03-13 03:20:11.028862,1,,Completed
LOT_00004,N3_CPU,Inspection,INSP_01,25,6.51,4.41,2026-03-13 09:50:32.550244,2026-03-13 14:14:51.289345,1,0.9817697726047571,Completed
LOT_00005,N3_AI,Lithography,LITHO_03,25,8.15,2.05,2026-03-21 10:09:15.785422,2026-03-21 12:12:10.487120,2,,Hold
LOT_00005,N3_AI,Etching,ETCH_04,25,14.15,3.69,2026-03-22 02:21:13.944438,2026-03-22 06:02:40.757514,1,,Completed
LOT_00005,N3_AI,Deposition,DEP_03,25,11.62,3.4,2026-03-22 17:39:41.803981,2026-03-22 21:03:28.750165,1,,Rework
LOT_00005,N3_AI,CMP,CMP_02,25,1.18,3.18,2026-03-22 22:14:07.931232,2026-03-23 01:25:12.613123,0,,Completed
LOT_00005,N3_AI,Metrology,MET_01,25,5.56,3.18,2026-03-23 06:58:45.602879,2026-03-23 10:09:35.845584,4,,Completed
LOT_00005,N3_AI,Inspection,INSP_02,25,6.68,3.85,2026-03-23 16:50:19.758895,2026-03-23 20:41:10.404052,0,0.9287921741989603,Completed
LOT_00006,N3_AI,Lithography,LITHO_03,25,3.86,1.81,2026-03-08 00:51:25.004685,2026-03-08 02:39:56.312095,2,,Completed
LOT_00006,N3_AI,Etching,ETCH_04,25,14.35,5.03,2026-03-08 17:00:39.714247,2026-03-08 22:02:18.348302,2,,Completed
LOT_00006,N3_AI,Deposition,DEP_02,25,8.88,3.88,2026-03-09 06:54:49.217733,2026-03-09 10:47:32.442506,4,,Completed
LOT_00006,N3_AI,CMP,CMP_01,25,5.28,5.78,2026-03-09 16:04:24.821818,2026-03-09 21:51:26.998785,1,,Rework
LOT_00006,N3_AI,Metrology,MET_02,25,5.91,2.88,2026-03-10 03:45:50.181365,2026-03-10 06:38:23.304765,4,,Completed
LOT_00006,N3_AI,Inspection,INSP_02,25,8.22,0.68,2026-03-10 14:51:38.985599,2026-03-10 15:32:33.939906,3,0.9119594494447137,Completed
LOT_00007,N3_MOBILE,Lithography,LITHO_02,25,8.65,2.55,2026-03-07 17:38:54.646734,2026-03-07 20:11:57.150944,1,,Completed
LOT_00007,N3_MOBILE,Etching,ETCH_02,25,13.58,4.57,2026-03-08 09:46:49.436539,2026-03-08 14:20:53.954789,5,,Completed
LOT_00007,N3_MOBILE,Deposition,DEP_02,25,5.05,3.76,2026-03-08 19:24:09.046947,2026-03-08 23:09:41.336141,1,,Completed
LOT_00007,N3_MOBILE,CMP,CMP_02,25,3.26,2.54,2026-03-09 02:25:16.480738,2026-03-09 04:57:58.361312,4,,Completed
LOT_00007,N3_MOBILE,Metrology,MET_01,25,6.19,1.92,2026-03-09 11:09:32.585518,2026-03-09 13:04:52.704317,2,,Completed
LOT_00007,N3_MOBILE,Inspection,INSP_01,25,4.88,1.71,2026-03-09 17:57:27.871479,2026-03-09 19:39:59.493472,1,0.9007625710099187,Completed
LOT_00008,N3_GPU,Lithography,LITHO_03,24,0.03,2.23,2026-03-03 22:01:41.524865,2026-03-04 00:15:22.976185,1,,Completed
LOT_00008,N3_GPU,Etching,ETCH_02,24,19.77,4.14,2026-03-04 20:01:38.681828,2026-03-05 00:09:59.125635,3,,Completed
LOT_00008,N3_GPU,Deposition,DEP_02,24,7.73,4.27,2026-03-05 07:54:00.414694,2026-03-05 12:10:01.294831,0,,Completed
LOT_00008,N3_GPU,CMP,CMP_01,24,3.88,2.72,2026-03-05 16:02:38.464602,2026-03-05 18:45:48.107051,2,,Completed
LOT_00008,N3_GPU,Metrology,MET_01,24,4.19,1.71,2026-03-05 22:57:05.167120,2026-03-06 00:39:23.374212,2,,Completed
LOT_00008,N3_GPU,Inspection,INSP_02,24,5.68,3.0,2026-03-06 06:20:28.094361,2026-03-06 09:20:34.623361,6,0.9626780584537495,Completed
LOT_00009,N3_AI,Lithography,LITHO_01,25,8.06,3.07,2026-02-02 08:03:37.963938,2026-02-02 11:07:53.464634,3,,Completed
LOT_00009,N3_AI,Etching,ETCH_03,25,8.54,3.76,2026-02-02 19:40:17.651983,2026-02-02 23:25:36.212109,3,,Completed
LOT_00009,N3_AI,Deposition,DEP_02,25,4.23,3.85,2026-02-03 03:39:31.072734,2026-02-03 07:30:29.640283,0,,Completed
LOT_00009,N3_AI,CMP,CMP_01,25,7.35,2.92,2026-02-03 14:51:15.045963,2026-02-03 17:46:31.611902,2,,Completed
LOT_00009,N3_AI,Metrology,MET_01,25,0.64,1.78,2026-02-03 18:24:44.758493,2026-02-03 20:11:30.706118,4,,Completed
LOT_00009,N3_AI,Inspection,INSP_01,25,4.12,1.66,2026-02-04 00:18:40.641127,2026-02-04 01:58:09.414832,2,0.902310414299385,Completed
LOT_00010,N3_CPU,Lithography,LITHO_03,25,5.11,3.1,2026-03-17 13:06:18.346790,2026-03-17 16:12:31.191894,2,,Completed
LOT_00010,N3_CPU,Etching,ETCH_04,25,12.25,5.47,2026-03-18 04:27:14.036009,2026-03-18 09:55:13.075283,3,,Completed
LOT_00010,N3_CPU,Deposition,DEP_03,25,2.41,3.32,2026-03-18 12:19:49.142215,2026-03-18 15:39:17.408154,6,,Completed
LOT_00010,N3_CPU,CMP,CMP_01,25,11.03,3.56,2026-03-19 02:40:50.575250,2026-03-19 06:14:23.368379,0,,Completed
LOT_00010,N3_CPU,Metrology,MET_01,25,8.62,4.06,2026-03-19 14:51:26.817566,2026-03-19 18:55:05.310433,3,,Completed
LOT_00010,N3_CPU,Inspection,INSP_02,25,6.71,0.96,2026-03-20 01:37:50.151151,2026-03-20 02:35:36.677785,1,0.9871009684162801,Completed
LOT_00011,N3_CPU,Lithography,LITHO_01,25,7.66,3.73,2026-02-28 02:39:50.682178,2026-02-28 06:23:50.106291,2,,Completed
LOT_00011,N3_CPU,Etching,ETCH_01,25,8.95,4.49,2026-02-28 15:20:38.274251,2026-02-28 19:50:20.200058,1,,Hold
LOT_00011,N3_CPU,Deposition,DEP_01,25,5.2,2.9,2026-03-01 01:02:12.273169,2026-03-01 03:55:58.445146,4,,Completed
LOT_00011,N3_CPU,CMP,CMP_01,25,4.7,4.86,2026-03-01 08:38:13.469369,2026-03-01 13:29:49.350592,3,,Completed
LOT_00011,N3_CPU,Metrology,MET_02,25,5.57,2.4,2026-03-01 19:04:01.891398,2026-03-01 21:27:59.714546,0,,Completed
LOT_00011,N3_CPU,Inspection,INSP_02,25,5.53,1.64,2026-03-02 02:59:36.295797,2026-03-02 04:38:18.087157,2,0.9502526792733147,Completed
LOT_00012,N3_AI,Lithography,LITHO_02,25,11.63,4.68,2026-01-29 23:37:42.645064,2026-01-30 04:18:47.510937,1,,Completed
LOT_00012,N3_AI,Etching,ETCH_03,25,1.46,5.43,2026-01-30 05:46:10.181302,2026-01-30 11:12:09.961067,2,,Completed
LOT_00012,N3_AI,Deposition,DEP_02,25,4.59,3.26,2026-01-30 15:47:42.864024,2026-01-30 19:03:14.064907,0,,Completed
LOT_00012,N3_AI,CMP,CMP_01,25,9.7,2.89,2026-01-31 04:45:05.218394,2026-01-31 07:38:34.155203,8,,Completed
LOT_00012,N3_AI,Metrology,MET_02,25,5.83,2.15,2026-01-31 13:28:34.917653,2026-01-31 15:37:40.243135,3,,Completed
LOT_00012,N3_AI,Inspection,INSP_01,25,3.19,3.24,2026-01-31 18:49:08.796830,2026-01-31 22:03:41.198100,4,0.9814219676339071,Completed
LOT_00013,N3_CPU,Lithography,LITHO_03,25,7.78,4.21,2026-02-17 05:46:52.415499,2026-02-17 09:59:38.549764,6,,Completed
LOT_00013,N3_CPU,Etching,ETCH_02,25,11.88,1.08,2026-02-17 21:52:29.162873,2026-02-17 22:57:09.510797,5,,Hold
LOT_00013,N3_CPU,Deposition,DEP_02,25,6.38,2.52,2026-02-18 05:20:12.354337,2026-02-18 07:51:19.536280,1,,Completed
LOT_00013,N3_CPU,CMP,CMP_01,25,7.1,2.06,2026-02-18 14:57:18.797338,2026-02-18 17:00:55.230107,1,,Completed
LOT_00013,N3_CPU,Metrology,MET_01,25,7.4,3.02,2026-02-19 00:25:07.249206,2026-02-19 03:26:01.480980,1,,Completed
LOT_00013,N3_CPU,Inspection,INSP_02,25,3.55,2.44,2026-02-19 06:59:14.090988,2026-02-19 09:25:41.599212,0,0.9367890892013632,Completed
LOT_00014,N3_GPU,Lithography,LITHO_03,24,2.89,2.3,2026-03-31 14:53:39.382918,2026-03-31 17:11:40.371089,2,,Completed
LOT_00014,N3_GPU,Etching,ETCH_01,24,11.96,4.14,2026-04-01 05:09:00.140554,2026-04-01 09:17:09.593209,3,,Completed
LOT_00014,N3_GPU,Deposition,DEP_02,24,3.67,4.64,2026-04-01 12:57:37.089837,2026-04-01 17:36:18.973606,0,,Completed
LOT_00014,N3_GPU,CMP,CMP_01,24,5.25,3.87,2026-04-01 22:51:29.384379,2026-04-02 02:43:30.041007,1,,Completed
LOT_00014,N3_GPU,Metrology,MET_02,24,7.41,1.39,2026-04-02 10:08:17.238786,2026-04-02 11:31:54.032033,1,,Completed
LOT_00014,N3_GPU,Inspection,INSP_01,24,6.61,1.44,2026-04-02 18:08:31.439300,2026-04-02 19:34:53.618008,2,0.9462006838900322,Completed
LOT_00015,N3_GPU,Lithography,LITHO_03,24,4.68,4.58,2026-03-27 05:40:42.550764,2026-03-27 10:15:37.888223,0,,Completed
LOT_00015,N3_GPU,Etching,ETCH_02,24,12.02,4.99,2026-03-27 22:16:51.275231,2026-03-28 03:16:21.293240,1,,Completed
LOT_00015,N3_GPU,Deposition,DEP_01,24,4.92,2.76,2026-03-28 08:11:17.926574,2026-03-28 10:56:59.350451,1,,Completed
LOT_00015,N3_GPU,CMP,CMP_01,24,6.52,3.91,2026-03-28 17:28:18.186806,2026-03-28 21:22:46.525816,1,,Rework
LOT_00015,N3_GPU,Metrology,MET_02,24,7.5,2.02,2026-03-29 04:52:56.431442,2026-03-29 06:54:17.232561,3,,Completed
LOT_00015,N3_GPU,Inspection,INSP_02,24,7.92,2.19,2026-03-29 14:49:35.518236,2026-03-29 17:00:42.295375,3,0.9629275659582707,Completed
LOT_00016,N3_MOBILE,Lithography,LITHO_02,24,6.03,5.0,2026-02-20 05:01:56.620180,2026-02-20 10:01:45.849545,2,,Completed
LOT_00016,N3_MOBILE,Etching,ETCH_01,24,21.51,4.59,2026-02-21 07:32:34.656507,2026-02-21 12:07:54.140060,2,,Hold
LOT_00016,N3_MOBILE,Deposition,DEP_02,24,10.32,2.44,2026-02-21 22:27:23.081163,2026-02-22 00:53:48.010054,3,,Hold
LOT_00016,N3_MOBILE,CMP,CMP_02,24,10.52,4.17,2026-02-22 11:24:42.281292,2026-02-22 15:34:46.296714,1,,Completed
LOT_00016,N3_MOBILE,Metrology,MET_02,24,6.76,2.56,2026-02-22 22:20:34.041822,2026-02-23 00:54:01.285272,3,,Completed
LOT_00016,N3_MOBILE,Inspection,INSP_02,24,7.38,2.75,2026-02-23 08:16:35.355125,2026-02-23 11:01:34.913761,2,0.979031572994869,Completed
LOT_00017,N3_MOBILE,Lithography,LITHO_03,25,8.49,0.79,2026-01-17 08:29:17.580277,2026-01-17 09:16:37.493165,2,,Hold
LOT_00017,N3_MOBILE,Etching,ETCH_03,25,15.75,5.32,2026-01-18 01:01:27.862568,2026-01-18 06:20:30.760995,2,,Completed
LOT_00017,N3_MOBILE,Deposition,DEP_03,25,4.54,3.4,2026-01-18 10:52:46.894737,2026-01-18 14:17:00.648748,1,,Completed
LOT_00017,N3_MOBILE,CMP,CMP_02,25,7.98,2.09,2026-01-18 22:15:34.664106,2026-01-19 00:21:01.696684,2,,Completed
LOT_00017,N3_MOBILE,Metrology,MET_01,25,9.86,2.56,2026-01-19 10:12:41.026294,2026-01-19 12:46:00.331084,1,,Completed
LOT_00017,N3_MOBILE,Inspection,INSP_02,25,6.08,2.86,2026-01-19 18:50:54.789896,2026-01-19 21:42:48.428788,5,0.9277916729838375,Completed
LOT_00018,N3_MOBILE,Lithography,LITHO_02,24,1.64,2.73,2026-01-13 08:38:36.196331,2026-01-13 11:22:28.393295,2,,Completed
LOT_00018,N3_MOBILE,Etching,ETCH_01,24,8.42,4.18,2026-01-13 19:47:57.431544,2026-01-13 23:58:52.341197,1,,Completed
LOT_00018,N3_MOBILE,Deposition,DEP_02,24,7.33,2.67,2026-01-14 07:18:27.201182,2026-01-14 09:58:41.815837,1,,Completed
LOT_00018,N3_MOBILE,CMP,CMP_01,24,4.59,3.06,2026-01-14 14:34:02.776212,2026-01-14 17:37:23.385896,2,,Completed
LOT_00018,N3_MOBILE,Metrology,MET_02,24,9.28,3.48,2026-01-15 02:54:20.654295,2026-01-15 06:22:51.802192,0,,Completed
LOT_00018,N3_MOBILE,Inspection,INSP_02,24,9.96,2.77,2026-01-15 16:20:15.259300,2026-01-15 19:06:27.692843,2,0.95884420040442,Completed
LOT_00019,N3_AI,Lithography,LITHO_01,25,0.0,2.95,2026-02-23 23:00:00.000000,2026-02-24 01:56:44.538481,3,,Completed
LOT_00019,N3_AI,Etching,ETCH_01,25,13.21,3.92,2026-02-24 15:09:03.091628,2026-02-24 19:04:09.603268,3,,Completed
LOT_00019,N3_AI,Deposition,DEP_03,25,3.97,3.15,2026-02-24 23:02:11.888170,2026-02-25 02:11:09.319799,3,,Completed
LOT_00019,N3_AI,CMP,CMP_01,25,9.26,2.61,2026-02-25 11:26:39.259488,2026-02-25 14:02:58.763142,2,,Completed
LOT_00019,N3_AI,Metrology,MET_02,25,0.0,1.76,2026-02-25 14:02:58.763142,2026-02-25 15:48:32.458862,1,,Completed
LOT_00019,N3_AI,Inspection,INSP_01,25,6.33,2.82,2026-02-25 22:08:17.571365,2026-02-26 00:57:15.401206,2,0.956666100386238,Completed
LOT_00020,N3_MOBILE,Lithography,LITHO_01,25,0.0,2.48,2026-03-13 21:00:00.000000,2026-03-13 23:28:31.727041,2,,Completed
LOT_00020,N3_MOBILE,Etching,ETCH_02,25,13.44,5.52,2026-03-14 12:55:05.168511,2026-03-14 18:26:34.257406,2,,Completed
LOT_00020,N3_MOBILE,Deposition,DEP_03,25,7.26,1.33,2026-03-15 01:42:13.762948,2026-03-15 03:02:02.557929,3,,Completed
LOT_00020,N3_MOBILE,CMP,CMP_01,25,11.29,4.19,2026-03-15 14:19:41.176819,2026-03-15 18:30:47.933868,2,,Rework
LOT_00020,N3_MOBILE,Metrology,MET_02,25,3.99,3.97,2026-03-15 22:30:11.510578,2026-03-16 02:28:30.072263,2,,Completed
LOT_00020,N3_MOBILE,Inspection,INSP_02,25,5.91,2.21,2026-03-16 08:22:55.723156,2026-03-16 10:35:16.233885,2,0.9886230407040182,Completed
LOT_00021,N3_CPU,Lithography,LITHO_03,24,6.36,4.31,2026-03-28 10:21:42.990041,2026-03-28 14:40:26.521060,2,,Completed
LOT_00021,N3_CPU,Etching,ETCH_02,24,8.27,4.59,2026-03-28 22:56:26.289379,2026-03-29 03:31:32.356470,0,,Completed
LOT_00021,N3_CPU,Deposition,DEP_01,24,8.73,2.08,2026-03-29 12:15:35.219385,2026-03-29 14:20:35.654416,2,,Completed
LOT_00021,N3_CPU,CMP,CMP_01,24,0.48,1.72,2026-03-29 14:49:14.212718,2026-03-29 16:32:27.735638,1,,Completed
LOT_00021,N3_CPU,Metrology,MET_01,24,5.32,4.21,2026-03-29 21:51:57.671882,2026-03-30 02:04:25.003696,6,,Completed
LOT_00021,N3_CPU,Inspection,INSP_02,24,4.27,3.12,2026-03-30 06:20:48.115173,2026-03-30 09:28:07.350506,2,0.9294348104920123,Completed
LOT_00022,N3_CPU,Lithography,LITHO_02,25,6.73,2.2,2026-03-02 16:43:39.220597,2026-03-02 18:55:50.195428,0,,Completed
LOT_00022,N3_CPU,Etching,ETCH_03,25,10.39,4.71,2026-03-03 05:19:17.210547,2026-03-03 10:01:47.281170,1,,Completed
LOT_00022,N3_CPU,Deposition,DEP_01,25,1.29,3.66,2026-03-03 11:19:08.854195,2026-03-03 14:58:58.308165,1,,Hold
LOT_00022,N3_CPU,CMP,CMP_01,25,9.03,3.82,2026-03-04 00:00:47.835938,2026-03-04 03:49:47.950602,3,,Completed
LOT_00022,N3_CPU,Metrology,MET_01,25,7.86,2.72,2026-03-04 11:41:09.499767,2026-03-04 14:24:09.564630,1,,Completed
LOT_00022,N3_CPU,Inspection,INSP_01,25,6.37,3.27,2026-03-04 20:46:07.747123,2026-03-05 00:02:25.430937,1,0.9016975427253907,Completed
LOT_00023,N3_CPU,Lithography,LITHO_03,24,5.88,3.68,2026-03-13 22:52:52.804338,2026-03-14 02:33:46.206849,4,,Completed
LOT_00023,N3_CPU,Etching,ETCH_03,24,6.18,7.46,2026-03-14 08:44:29.945720,2026-03-14 16:12:21.936352,3,,Completed
LOT_00023,N3_CPU,Deposition,DEP_01,24,12.13,3.49,2026-03-15 04:19:59.817717,2026-03-15 07:49:06.448096,4,,Completed
LOT_00023,N3_CPU,CMP,CMP_02,24,8.14,3.05,2026-03-15 15:57:31.163670,2026-03-15 19:00:20.425637,4,,Completed
LOT_00023,N3_CPU,Metrology,MET_01,24,1.18,3.57,2026-03-15 20:11:22.008532,2026-03-15 23:45:26.281038,1,,Completed
LOT_00023,N3_CPU,Inspection,INSP_02,24,3.38,3.79,2026-03-16 03:08:21.870262,2026-03-16 06:55:59.038853,0,0.8996664846689716,Completed
LOT_00024,N3_GPU,Lithography,LITHO_01,25,3.24,2.97,2026-02-17 03:14:38.558978,2026-02-17 06:12:33.693383,2,,Hold
LOT_00024,N3_GPU,Etching,ETCH_01,25,12.06,4.63,2026-02-17 18:16:26.827784,2026-02-17 22:54:22.036914,6,,Completed
LOT_00024,N3_GPU,Deposition,DEP_01,25,1.4,4.17,2026-02-18 00:18:30.741621,2026-02-18 04:28:32.312113,1,,Completed
LOT_00024,N3_GPU,CMP,CMP_02,25,10.86,3.47,2026-02-18 15:20:20.284537,2026-02-18 18:48:27.113113,2,,Completed
LOT_00024,N3_GPU,Metrology,MET_01,25,7.52,2.63,2026-02-19 02:19:55.562710,2026-02-19 04:57:31.325344,2,,Completed
LOT_00024,N3_GPU,Inspection,INSP_02,25,2.48,4.38,2026-02-19 07:26:16.767108,2026-02-19 11:48:58.556339,0,0.9605075723560325,Completed
LOT_00025,N3_CPU,Lithography,LITHO_03,24,7.63,4.08,2026-02-25 09:37:49.790310,2026-02-25 13:42:50.785064,1,,Completed
LOT_00025,N3_CPU,Etching,ETCH_03,24,11.05,3.08,2026-02-26 00:45:37.096741,2026-02-26 03:50:24.053573,1,,Completed
LOT_00025,N3_CPU,Deposition,DEP_01,24,5.95,4.19,2026-02-26 09:47:26.686295,2026-02-26 13:58:44.902079,3,,Completed
LOT_00025,N3_CPU,CMP,CMP_01,24,7.23,3.64,2026-02-26 21:12:26.566992,2026-02-27 00:50:43.270765,2,,Completed
LOT_00025,N3_CPU,Metrology,MET_02,24,8.46,3.51,2026-02-27 09:18:24.478322,2026-02-27 12:48:50.664834,4,,Completed
LOT_00025,N3_CPU,Inspection,INSP_02,24,9.12,2.91,2026-02-27 21:56:04.888859,2026-02-28 00:50:23.776714,0,0.9237430262683435,Completed
LOT_00026,N3_GPU,Lithography,LITHO_01,25,7.92,2.22,2026-03-19 19:55:00.023296,2026-03-19 22:08:04.478829,0,,Completed
LOT_00026,N3_GPU,Etching,ETCH_01,25,7.48,2.13,2026-03-20 05:36:48.528689,2026-03-20 07:44:44.401949,3,,Completed
LOT_00026,N3_GPU,Deposition,DEP_02,25,8.24,4.19,2026-03-20 15:59:03.940462,2026-03-20 20:10:14.935146,1,,Completed
LOT_00026,N3_GPU,CMP,CMP_02,25,5.29,3.18,2026-03-21 01:27:42.324540,2026-03-21 04:38:14.289528,0,,Completed
LOT_00026,N3_GPU,Metrology,MET_01,25,7.23,3.75,2026-03-21 11:51:46.222890,2026-03-21 15:36:53.072315,1,,Completed
LOT_00026,N3_GPU,Inspection,INSP_02,25,8.93,3.37,2026-03-22 00:32:43.582358,2026-03-22 03:54:45.150518,0,0.9242258383806112,Completed
LOT_00027,N3_GPU,Lithography,LITHO_03,25,4.33,4.88,2026-02-01 22:20:03.845112,2026-02-02 03:12:56.010562,2,,Completed
LOT_00027,N3_GPU,Etching,ETCH_03,25,17.81,4.04,2026-02-02 21:01:41.955794,2026-02-03 01:04:05.897584,3,,Completed
LOT_00027,N3_GPU,Deposition,DEP_03,25,7.95,2.9,2026-02-03 09:01:08.070306,2026-02-03 11:55:11.037196,2,,Completed
LOT_00027,N3_GPU,CMP,CMP_01,25,2.65,1.83,2026-02-03 14:34:11.910510,2026-02-03 16:23:55.075675,2,,Completed
LOT_00027,N3_GPU,Metrology,MET_02,25,8.85,2.66,2026-02-04 01:15:00.505432,2026-02-04 03:54:25.792450,2,,Completed
LOT_00027,N3_GPU,Inspection,INSP_01,25,5.52,1.81,2026-02-04 09:25:52.313095,2026-02-04 11:14:40.403632,1,0.9205008036440958,Completed
LOT_00028,N3_GPU,Lithography,LITHO_01,25,8.81,1.57,2026-02-15 22:48:42.015113,2026-02-16 00:23:07.963195,1,,Completed
LOT_00028,N3_GPU,Etching,ETCH_02,25,14.07,1.83,2026-02-16 14:27:31.812556,2026-02-16 16:17:24.038806,2,,Completed
LOT_00028,N3_GPU,Deposition,DEP_02,25,7.69,2.06,2026-02-16 23:59:02.810281,2026-02-17 02:02:49.531065,8,,Completed
LOT_00028,N3_GPU,CMP,CMP_02,25,10.86,3.0,2026-02-17 12:54:12.592935,2026-02-17 15:53:59.623794,3,,Completed
LOT_00028,N3_GPU,Metrology,MET_02,25,2.52,4.02,2026-02-17 18:25:29.285151,2026-02-17 22:26:52.593488,0,,Completed
LOT_00028,N3_GPU,Inspection,INSP_02,25,6.27,2.0,2026-02-18 04:43:21.719466,2026-02-18 06:43:15.887430,3,0.9315669912134213,Completed
LOT_00029,N3_CPU,Lithography,LITHO_03,25,6.18,2.35,2026-03-02 08:10:44.007995,2026-03-02 10:31:55.035595,4,,Completed
LOT_00029,N3_CPU,Etching,ETCH_03,25,14.32,6.47,2026-03-03 00:50:58.432016,2026-03-03 07:19:08.659217,3,,Completed
LOT_00029,N3_CPU,Deposition,DEP_02,25,4.05,2.52,2026-03-03 11:21:53.344778,2026-03-03 13:52:51.355775,3,,Completed
LOT_00029,N3_CPU,CMP,CMP_01,25,4.31,2.92,2026-03-03 18:11:31.024122,2026-03-03 21:06:36.361489,1,,Completed
LOT_00029,N3_CPU,Metrology,MET_01,25,2.62,3.56,2026-03-03 23:43:35.827508,2026-03-04 03:17:27.226105,1,,Completed
LOT_00029,N3_CPU,Inspection,INSP_01,25,4.99,3.35,2026-03-04 08:16:51.700650,2026-03-04 11:37:58.017486,5,0.99,Completed
LOT_00030,N3_CPU,Lithography,LITHO_02,25,7.04,3.6,2026-03-07 21:02:31.948476,2026-03-08 00:38:31.170357,2,,Completed
LOT_00030,N3_CPU,Etching,ETCH_02,25,16.92,5.69,2026-03-08 17:33:47.319653,2026-03-08 23:15:10.760000,0,,Completed
LOT_00030,N3_CPU,Deposition,DEP_02,25,8.33,2.45,2026-03-09 07:35:02.533834,2026-03-09 10:02:01.435280,3,,Completed
LOT_00030,N3_CPU,CMP,CMP_02,25,3.99,4.61,2026-03-09 14:01:07.902906,2026-03-09 18:37:44.145793,2,,Completed
LOT_00030,N3_CPU,Metrology,MET_01,25,1.06,1.71,2026-03-09 19:41:29.759274,2026-03-09 21:23:48.905961,1,,Hold
LOT_00030,N3_CPU,Inspection,INSP_01,25,9.48,3.43,2026-03-10 06:52:45.835265,2026-03-10 10:18:45.156434,2,0.9310147258548337,Completed
LOT_00031,N3_CPU,Lithography,LITHO_03,25,2.11,1.49,2026-01-20 09:06:37.780911,2026-01-20 10:35:52.437108,2,,Completed
LOT_00031,N3_CPU,Etching,ETCH_04,25,12.76,5.59,2026-01-20 23:21:22.462405,2026-01-21 04:56:40.558603,2,,Completed
LOT_00031,N3_CPU,Deposition,DEP_02,25,5.04,2.55,2026-01-21 09:58:47.028734,2026-01-21 12:31:43.410626,0,,Completed
LOT_00031,N3_CPU,CMP,CMP_01,25,8.2,2.92,2026-01-21 20:43:35.923460,2026-01-21 23:38:45.343772,2,,Completed
